,x,y,dbh,canopy_radius,height,fruiting_jan,fruiting_feb,fruiting_mar,fruiting_apr,fruiting_may,fruiting_jun,fruiting_jul,fruiting_aug,fruiting_sep,fruiting_oct,fruiting_nov,fruiting_dec,genus,species,status
1,1,1,18.3,3.1,18.13924121851,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
2,1,2,8.7,0.85,13,0,0,0,0,0,0,0,0,0,0,0,0,Ilex,hypoglauca,untouched
3,0,3,7.2,0.9,13,0,0,0,0,0,0,0,0,0,0,0,0,Sandoricum,beccanarium,untouched
4,3,3,10.5,2.2325,13,0,0,0,0,0,0,0,1,0,0,0,0,Memecylon,sp. 1,untouched
5,2,7,36.4,5.3425,10.080060910052,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
6,1,7,10.3,1.925,13,0,0,0,0,0,0,0,0,0,0,0,0,Tristaniopsis,sp. 2,untouched
7,1,10,10.2,2.225,15,0,0,0,0,0,0,0,0,0,0,0,0,Callophyllum,cf. lanigerum / sp. 2,untouched
8,2,10,18.8,2.525,17.8201402942395,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
9,4,9,37.5,3.85,9.63515430442063,0,0,0,0,0,1,1,0,0,1,0,0,Tetramerista,glabra,untouched
10,4,10,11.6,1.65,9.31285626506717,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
11,1,13,33.2,4.5,12.9351091399407,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
12,2,14,11,1.9,15,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,lappaceum,untouched
13,2,15,8.8,1.65,9,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
14,3,18,13,2.175,15,0,0,0,0,0,0,0,0,0,0,0,0,Ilex,hypoglauca,untouched
15,6,19,7.6,1.925,13,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
16,7,17,24.9,3.8,11.7768347915753,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,cf. hosei (cf. fragrans),untouched
17,8,19,10.1,0.875,13,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
