arborealMove,basalEnergy,bodyWeight,brachiation,brachiationSpeed,burnProp,climb,climbSpeed,climbs,descent,descentSpeed,energyExpenditure,energyGain,energyIntake,feedingBudget,initialSatiation,month,probMoveNoFeed,restingBudget,seed,staticStartPos,stochasticmonth,sway,swaySpeed,terrestrialMove,totalEnergyIntake,travelDistance,travellingBudget,walk,walkSpeed,openmole$experiment
57.0048309178744,3.05,35.0,6.280193236714976,0.34,0.0,21.256038647342994,1.69,42.9951690821256,21.73913043478261,1.99,1579.8419999992698,317.66,0.05,73.5300925925926,99.79,5.0,0.41,15.238425925925924,45629573,true,false,50.72463768115942,1.28,0.0,1588.3000000000002,272.89323206000023,11.231481481481481,0.0,0.39,915
57.27699530516432,3.05,35.0,6.572769953051644,0.34,0.0,21.12676056338028,1.69,42.72300469483568,21.5962441314554,1.99,1583.3859999992699,317.66,0.05,73.5300925925926,99.79,5.0,0.41,15.270833333333334,1380192165,true,false,50.70422535211267,1.28,0.0,1588.3000000000002,284.47384275281166,11.199074074074074,0.0,0.39,920
57.27272727272727,3.05,35.0,10.0,0.34,0.0,21.363636363636363,1.69,42.72727272727273,21.363636363636363,1.99,1613.4299999992697,317.66,0.05,73.5300925925926,99.79,5.0,0.41,14.94212962962963,-1184848845,true,false,47.27272727272727,1.28,0.0,1588.3000000000002,330.06491039353085,11.527777777777779,0.0,0.39,918
57.76699029126213,3.05,35.0,6.796116504854369,0.34,0.0,20.87378640776699,1.69,42.23300970873786,21.35922330097087,1.99,1571.5349999992695,317.66,0.05,73.00462962962962,99.79,5.0,0.41,15.36111111111111,432515991,true,false,50.970873786407765,1.28,0.0,1270.64,276.56635411577014,11.63425925925926,0.0,0.39,916
57.14285714285714,3.05,35.0,8.823529411764707,0.34,0.0,21.428571428571427,1.69,42.857142857142854,21.428571428571427,1.99,1605.8129999992693,317.66,0.05,73.5300925925926,99.79,5.0,0.41,14.993055555555557,-142122707,true,false,48.319327731092436,1.28,0.0,1588.3000000000002,333.4060950050155,11.476851851851851,0.0,0.39,917
71.83098591549296,3.05,35.0,22.535211267605636,0.34,0.0,12.676056338028168,1.69,28.16901408450704,15.492957746478872,1.99,1544.0309999992705,317.66,0.05,70.99305555555556,99.79,4.0,0.41,16.84259259259259,1320306496,true,false,49.29577464788733,1.28,0.0,1270.64,181.45160785667332,12.164351851851851,0.0,0.39,733
67.46987951807229,3.05,35.0,26.506024096385545,0.34,0.0,15.66265060240964,1.69,32.53012048192771,16.867469879518072,1.99,1558.0729999992705,317.66,0.05,71.08796296296296,99.79,4.0,0.41,16.41898148148148,-174581504,true,false,40.963855421686745,1.28,0.0,1270.64,215.20590468871146,12.493055555555555,0.0,0.39,725
65.51724137931035,3.05,35.0,19.54022988505747,0.34,0.0,16.091954022988507,1.69,34.48275862068965,18.39080459770115,1.99,1541.8109999992705,317.66,0.05,72.19907407407408,99.79,4.0,0.41,16.01388888888889,1510946661,true,false,45.97701149425287,1.28,0.0,1270.64,200.03496032121436,11.787037037037038,0.0,0.39,726
76.92307692307693,3.05,35.0,21.153846153846153,0.34,0.0,9.615384615384617,1.69,23.07692307692308,13.461538461538462,1.99,1462.7169999992705,317.66,0.05,61.09259259259259,99.79,4.0,0.41,22.358796296296298,1707017761,true,false,55.769230769230774,1.28,0.0,1270.64,138.34942794610635,16.54861111111111,0.0,0.39,727
72.72727272727272,3.05,35.0,27.27272727272727,0.34,0.0,12.987012987012985,1.69,27.27272727272727,14.285714285714285,1.99,1549.2399999992704,317.66,0.05,70.69675925925925,99.79,4.0,0.41,17.064814814814817,-1904946357,true,false,45.45454545454545,1.28,0.0,1270.64,216.20415790811484,12.238425925925926,0.0,0.39,728
70.83333333333333,3.05,35.0,22.22222222222222,0.34,0.0,13.88888888888889,1.69,29.166666666666668,15.277777777777779,1.99,1537.3799999992705,317.66,0.05,70.46064814814815,99.79,4.0,0.41,17.083333333333332,913128884,true,false,48.61111111111111,1.28,0.0,1270.64,183.97747303229562,12.456018518518519,0.0,0.39,729
71.83098591549296,3.05,35.0,22.535211267605636,0.34,0.0,12.676056338028168,1.69,28.16901408450704,15.492957746478872,1.99,1544.4789999992704,317.66,0.05,72.4074074074074,99.79,4.0,0.41,15.962962962962962,1879006935,true,false,49.29577464788733,1.28,0.0,1270.64,182.42752174464846,11.62962962962963,0.0,0.39,730
70.27027027027027,3.05,35.0,22.972972972972975,0.34,0.0,14.864864864864865,1.69,29.72972972972973,14.864864864864865,1.99,1531.6209999992705,317.66,0.05,70.83564814814814,99.79,4.0,0.41,16.91435185185185,1315694409,true,false,47.2972972972973,1.28,0.0,1270.64,183.0580224693464,12.25,0.0,0.39,731
71.83098591549296,3.05,35.0,23.943661971830984,0.34,0.0,12.676056338028168,1.69,28.16901408450704,15.492957746478872,1.99,1520.6059999992704,317.66,0.05,70.54398148148148,99.79,4.0,0.41,16.997685185185183,1245584351,true,false,47.88732394366197,1.28,0.0,1270.64,190.49554070203183,12.458333333333334,0.0,0.39,732
66.66666666666667,3.05,35.0,26.190476190476193,0.34,0.0,15.476190476190476,1.69,33.333333333333336,17.857142857142858,1.99,1548.7559999992704,317.66,0.05,70.99537037037037,99.79,4.0,0.41,16.685185185185187,2048602913,true,false,40.476190476190474,1.28,0.0,1270.64,214.3646774580107,12.319444444444445,0.0,0.39,734
68.51851851851852,3.05,35.0,14.814814814814813,0.34,0.0,14.814814814814813,1.69,31.481481481481477,16.666666666666664,1.99,1568.18899999927,317.66,0.05,70.95370370370371,99.79,2.0,0.41,16.627314814814813,840430952,true,false,53.70370370370371,1.28,0.0,1270.64,210.81964118323415,12.418981481481481,0.0,0.39,339
59.176029962546814,3.05,35.0,5.617977528089887,0.34,0.0,20.224719101123593,1.69,40.82397003745318,20.59925093632959,1.99,1662.5849999992706,317.66,0.05,73.5300925925926,99.79,2.0,0.41,14.988425925925927,1653637752,true,false,53.558052434456926,1.28,0.0,1588.3000000000002,336.6813718778242,11.481481481481481,0.0,0.39,332
65.15151515151514,3.05,35.0,5.05050505050505,0.34,0.0,17.67676767676768,1.69,34.848484848484844,17.17171717171717,1.99,1651.578999999269,317.66,0.05,73.5300925925926,99.79,2.0,0.41,15.122685185185187,-1209868765,true,false,60.1010101010101,1.28,0.0,1588.3000000000002,268.4237313175762,11.347222222222223,0.0,0.39,333
57.249070631970255,3.05,35.0,6.691449814126393,0.34,0.0,21.561338289962826,1.69,42.750929368029745,21.189591078066915,1.99,1652.3989999992705,317.66,0.05,73.5300925925926,99.79,2.0,0.41,14.87037037037037,1461756922,true,false,50.55762081784386,1.28,0.0,1588.3000000000002,335.53164301827843,11.599537037037038,0.0,0.39,334
54.69728601252609,3.05,35.0,3.1315240083507305,0.34,0.0,22.755741127348646,1.69,45.30271398747391,22.546972860125262,1.99,1785.194999999272,317.66,0.05,79.5300925925926,99.79,2.0,0.41,11.773148148148147,-634322341,true,false,51.56576200417536,1.28,0.0,1588.3000000000002,481.82275023790004,8.69675925925926,0.0,0.39,335
54.24430641821946,3.05,35.0,3.3126293995859215,0.34,0.0,22.981366459627328,1.69,45.755693581780534,22.77432712215321,1.99,1775.250999999272,317.66,0.05,79.07407407407408,99.79,2.0,0.41,12.006944444444445,-160101765,true,false,50.931677018633536,1.28,0.0,1588.3000000000002,481.29785750268803,8.918981481481483,0.0,0.39,336
59.333333333333336,3.05,35.0,10.0,0.34,0.0,21.0,1.69,40.666666666666664,19.666666666666664,1.99,1813.9569999992705,317.66,0.05,77.50925925925925,99.79,2.0,0.41,12.381944444444445,804755252,true,false,49.333333333333336,1.28,0.0,1588.3000000000002,450.0945434900106,10.108796296296296,0.0,0.39,337
59.01162790697674,3.05,35.0,4.941860465116279,0.34,0.0,20.348837209302324,1.69,40.98837209302326,20.63953488372093,1.99,1788.3889999992703,317.66,0.05,81.35648148148148,99.79,2.0,0.41,10.525462962962964,1831862972,true,false,54.06976744186046,1.28,0.0,1588.3000000000002,402.8643423106276,8.118055555555555,0.0,0.39,340
64.28571428571428,3.05,35.0,13.492063492063492,0.34,0.0,17.46031746031746,1.69,35.71428571428571,18.253968253968253,1.99,1582.23099999927,317.66,0.05,71.375,99.79,2.0,0.41,16.296296296296298,439836132,true,false,50.79365079365079,1.28,0.0,1270.64,226.05066415061313,12.328703703703704,0.0,0.39,338
68.86792452830188,3.05,35.0,9.433962264150944,0.34,0.0,16.037735849056602,1.69,31.132075471698112,15.09433962264151,1.99,1525.7559999992698,317.66,0.05,70.94675925925927,99.79,2.0,0.41,16.958333333333332,203080290,true,false,59.43396226415094,1.28,0.0,1270.64,186.0430784546728,12.094907407407407,0.0,0.39,341
52.93233082706767,3.05,35.0,2.2556390977443606,0.34,0.0,23.759398496240603,1.69,47.06766917293233,23.308270676691727,1.99,1886.261999999273,317.66,0.05,87.77546296296296,99.79,2.0,0.41,6.949074074074074,1832653333,true,false,50.67669172932331,1.28,0.0,1588.3000000000002,605.1951599550454,5.275462962962963,0.0,0.39,393
60.18808777429467,3.05,35.0,8.463949843260188,0.34,0.0,20.06269592476489,1.69,39.81191222570533,19.74921630094044,1.99,1809.196999999271,317.66,0.05,77.06018518518518,99.79,2.0,0.41,12.692129629629632,1222699270,true,false,51.724137931034484,1.28,0.0,1588.3000000000002,463.5079625472244,10.247685185185185,0.0,0.39,390
57.95454545454545,3.05,35.0,6.4393939393939394,0.34,0.0,21.21212121212121,1.69,42.04545454545455,20.833333333333336,1.99,1663.2109999992706,317.66,0.05,73.5300925925926,99.79,2.0,0.41,14.932870370370372,-511798366,true,false,51.515151515151516,1.28,0.0,1588.3000000000002,328.70964033740216,11.537037037037038,0.0,0.39,398
66.94915254237287,3.05,35.0,11.864406779661017,0.34,0.0,17.796610169491526,1.69,33.05084745762712,15.254237288135593,1.99,1567.3039999992698,317.66,0.05,71.5324074074074,99.79,2.0,0.41,16.185185185185187,-323306612,true,false,55.08474576271186,1.28,0.0,1270.64,223.43049671697113,12.282407407407407,0.0,0.39,391
59.531772575250834,3.05,35.0,13.377926421404682,0.34,0.0,20.401337792642142,1.69,40.468227424749166,20.066889632107024,1.99,1789.9049999992706,317.66,0.05,75.44444444444444,99.79,2.0,0.41,13.54861111111111,-1269836611,true,false,46.15384615384615,1.28,0.0,1588.3000000000002,487.4535864368823,11.006944444444445,0.0,0.39,397
61.53846153846153,3.05,35.0,5.128205128205128,0.34,0.0,19.48717948717949,1.69,38.46153846153847,18.974358974358974,1.99,1658.2209999992695,317.66,0.05,73.5300925925926,99.79,2.0,0.41,15.32638888888889,774849983,true,false,56.41025641025641,1.28,0.0,1588.3000000000002,256.09798054805833,11.143518518518517,0.0,0.39,396
57.14285714285714,3.05,35.0,6.227106227106227,0.34,0.0,21.978021978021978,1.69,42.85714285714286,20.87912087912088,1.99,1659.2059999992707,317.66,0.05,73.5300925925926,99.79,2.0,0.41,15.42361111111111,614704439,true,false,50.91575091575091,1.28,0.0,1588.3000000000002,338.36747876632614,11.046296296296296,0.0,0.39,394
60.22727272727272,3.05,35.0,5.681818181818182,0.34,0.0,20.454545454545457,1.69,39.77272727272727,19.318181818181817,1.99,1674.2519999992705,317.66,0.05,73.5300925925926,99.79,2.0,0.41,15.0625,-163607688,true,false,54.54545454545454,1.28,0.0,1588.3000000000002,340.4787808915294,11.407407407407408,0.0,0.39,392
52.30312035661218,3.05,35.0,2.526002971768202,0.34,0.0,24.071322436849925,1.69,47.69687964338782,23.625557206537888,1.99,1886.1099999992732,317.66,0.05,87.55324074074075,99.79,2.0,0.41,6.796296296296296,-1086332469,true,false,49.77711738484398,1.28,0.0,1588.3000000000002,615.980353553927,5.650462962962963,0.0,0.39,395
53.601694915254235,3.05,35.0,3.1779661016949152,0.34,0.0,23.30508474576271,1.69,46.39830508474576,23.093220338983052,1.99,1756.287999999272,317.66,0.05,78.78009259259258,99.79,2.0,0.41,12.046296296296296,531179402,true,false,50.42372881355932,1.28,0.0,1588.3000000000002,461.55013916771446,9.17361111111111,0.0,0.39,401
73.2394366197183,3.05,35.0,23.943661971830984,0.34,0.0,14.084507042253522,1.69,26.76056338028169,12.676056338028168,1.99,1521.5859999992704,317.66,0.05,68.7962962962963,99.79,3.0,0.41,18.07638888888889,1004610561,true,false,49.29577464788733,1.28,0.0,1270.64,190.8071486603964,13.127314814814813,0.0,0.39,501
75.92592592592592,3.05,35.0,20.37037037037037,0.34,0.0,12.962962962962962,1.69,24.074074074074073,11.11111111111111,1.99,1466.4889999992704,317.66,0.05,66.31944444444444,99.79,3.0,0.41,19.39814814814815,72016572,true,false,55.55555555555556,1.28,0.0,1270.64,141.57085662138846,14.282407407407408,0.0,0.39,500
71.21212121212122,3.05,35.0,22.727272727272727,0.34,0.0,12.121212121212121,1.69,28.787878787878785,16.666666666666664,1.99,1496.6599999992704,317.66,0.05,66.85416666666667,99.79,3.0,0.41,19.26851851851852,2052133106,true,false,48.484848484848484,1.28,0.0,1270.64,164.72211480978197,13.877314814814815,0.0,0.39,499
70.66666666666666,3.05,35.0,22.666666666666664,0.34,0.0,14.666666666666666,1.69,29.333333333333332,14.666666666666666,1.99,1526.6379999992703,317.66,0.05,69.18981481481481,99.79,3.0,0.41,17.67361111111111,1996657303,true,false,48.0,1.28,0.0,1270.64,191.4760050590169,13.136574074074073,0.0,0.39,498
74.54545454545453,3.05,35.0,20.0,0.34,0.0,10.909090909090908,1.69,25.454545454545453,14.545454545454545,1.99,1464.5619999992705,317.66,0.05,60.69212962962963,99.79,3.0,0.41,22.699074074074073,670486838,true,false,54.54545454545454,1.28,0.0,1270.64,139.4256121512123,16.608796296296298,0.0,0.39,497
75.92592592592592,3.05,35.0,20.37037037037037,0.34,0.0,12.962962962962962,1.69,24.074074074074073,11.11111111111111,1.99,1456.8649999992704,317.66,0.05,61.06944444444444,99.79,3.0,0.41,22.675925925925927,-1051701902,true,false,55.55555555555556,1.28,0.0,1270.64,143.153380161807,16.25462962962963,0.0,0.39,496
73.21428571428571,3.05,35.0,19.642857142857142,0.34,0.0,12.5,1.69,26.785714285714285,14.285714285714285,1.99,1455.3799999992702,317.66,0.05,65.45138888888889,99.79,3.0,0.41,19.875,-899977378,true,false,53.57142857142857,1.28,0.0,1270.64,143.70253089695296,14.673611111111112,0.0,0.39,495
68.83116883116882,3.05,35.0,23.376623376623375,0.34,0.0,12.987012987012985,1.69,31.16883116883117,18.181818181818183,1.99,1520.6549999992703,317.66,0.05,68.67824074074073,99.79,3.0,0.41,17.96990740740741,1187720711,true,false,45.45454545454545,1.28,0.0,1270.64,191.1780328524446,13.351851851851851,0.0,0.39,494
71.21212121212122,3.05,35.0,22.727272727272727,0.34,0.0,13.636363636363635,1.69,28.78787878787879,15.151515151515152,1.99,1501.6179999992703,317.66,0.05,67.0925925925926,99.79,3.0,0.41,19.22685185185185,-1310618376,true,false,48.484848484848484,1.28,0.0,1270.64,169.74453051962297,13.680555555555557,0.0,0.39,493
72.3076923076923,3.05,35.0,21.53846153846154,0.34,0.0,10.76923076923077,1.69,27.692307692307693,16.923076923076923,1.99,1482.4149999992703,317.66,0.05,66.10185185185186,99.79,3.0,0.41,19.83564814814815,726190910,true,false,50.76923076923077,1.28,0.0,1270.64,169.3753166732567,14.0625,0.0,0.39,492
66.36363636363636,3.05,35.0,9.090909090909092,0.34,0.0,16.363636363636363,1.69,33.63636363636364,17.272727272727273,1.99,1526.28799999927,317.66,0.05,70.98842592592592,99.79,2.0,0.41,16.819444444444446,-1201887063,true,false,57.27272727272727,1.28,0.0,1270.64,185.5392066502634,12.19212962962963,0.0,0.39,385
58.57605177993527,3.05,35.0,10.355987055016183,0.34,0.0,21.35922330097087,1.69,41.42394822006472,20.06472491909385,1.99,1787.0389999992708,317.66,0.05,75.43055555555556,99.79,2.0,0.41,13.622685185185185,1321627619,true,false,48.22006472491909,1.28,0.0,1588.3000000000002,459.7258725720421,10.94675925925926,0.0,0.39,365
58.95061728395061,3.05,35.0,4.938271604938271,0.34,0.0,20.37037037037037,1.69,41.04938271604938,20.679012345679013,1.99,1794.21599999927,317.66,0.05,80.19675925925925,99.79,2.0,0.41,11.185185185185185,936589862,true,false,54.01234567901234,1.28,0.0,1588.3000000000002,381.5960031158624,8.618055555555555,0.0,0.39,366
60.96256684491979,3.05,35.0,4.81283422459893,0.34,0.0,19.786096256684495,1.69,39.037433155080215,19.25133689839572,1.99,1652.0429999992696,317.66,0.05,73.5300925925926,99.79,2.0,0.41,15.335648148148149,619974663,true,false,56.14973262032086,1.28,0.0,1588.3000000000002,242.99395239335422,11.13425925925926,0.0,0.39,368
56.60377358490566,3.05,35.0,6.415094339622642,0.34,0.0,22.264150943396228,1.69,43.39622641509435,21.132075471698116,1.99,1659.0299999992708,317.66,0.05,73.5300925925926,99.79,2.0,0.41,15.090277777777777,-1981636729,true,false,50.18867924528302,1.28,0.0,1588.3000000000002,325.4244328341247,11.37962962962963,0.0,0.39,369
59.80392156862745,3.05,35.0,10.130718954248366,0.34,0.0,20.915032679738562,1.69,40.196078431372555,19.28104575163399,1.99,1796.5839999992709,317.66,0.05,76.1736111111111,99.79,2.0,0.41,13.206018518518519,482322206,true,false,49.673202614379086,1.28,0.0,1588.3000000000002,459.9676198962367,10.62037037037037,0.0,0.39,376
64.28571428571429,3.05,35.0,11.904761904761903,0.34,0.0,19.047619047619047,1.69,35.71428571428571,16.666666666666664,1.99,1568.7339999992698,317.66,0.05,71.00462962962963,99.79,2.0,0.41,16.525462962962965,46955640,true,false,52.38095238095239,1.28,0.0,1270.64,220.00279003831724,12.469907407407407,0.0,0.39,377
53.79746835443037,3.05,35.0,3.5864978902953584,0.34,0.0,23.20675105485232,1.69,46.20253164556962,22.9957805907173,1.99,1779.014999999272,317.66,0.05,80.625,99.79,2.0,0.41,10.881944444444445,398656912,true,false,50.210970464135016,1.28,0.0,1588.3000000000002,473.8182921035326,8.493055555555555,0.0,0.39,384
59.19732441471572,3.05,35.0,10.702341137123746,0.34,0.0,21.070234113712374,1.69,40.80267558528428,19.732441471571907,1.99,1819.2779999992708,317.66,0.05,77.94675925925925,99.79,2.0,0.41,12.055555555555555,1423926772,true,false,48.49498327759198,1.28,0.0,1588.3000000000002,456.6308396298754,9.997685185185185,0.0,0.39,386
57.78443113772455,3.05,35.0,4.491017964071856,0.34,0.0,21.55688622754491,1.69,42.21556886227545,20.65868263473054,1.99,1762.1709999992702,317.66,0.05,79.29398148148148,99.79,2.0,0.41,11.810185185185185,1840259864,true,false,53.293413173652695,1.28,0.0,1588.3000000000002,381.8377192521263,8.895833333333334,0.0,0.39,387
72.1311475409836,3.05,35.0,18.0327868852459,0.34,0.0,13.114754098360656,1.69,27.868852459016395,14.754098360655737,1.99,1468.6109999992705,317.66,0.05,64.99074074074073,99.79,3.0,0.41,20.26851851851852,-476934741,true,false,54.09836065573771,1.28,0.0,1270.64,154.8247284575783,14.74074074074074,0.0,0.39,427
77.90697674418604,3.05,35.0,5.813953488372093,0.34,0.0,11.046511627906977,1.69,22.093023255813954,11.046511627906977,1.99,1709.5779999992697,317.66,0.05,74.48148148148148,99.79,7.0,0.41,14.724537037037036,1632358278,true,false,72.09302325581395,1.28,0.0,1588.3000000000002,289.9389587167052,10.793981481481481,0.0,0.39,297
73.61111111111111,3.05,35.0,23.61111111111111,0.34,0.0,12.5,1.69,26.38888888888889,13.88888888888889,1.99,1520.1019999992704,317.66,0.05,68.625,99.79,3.0,0.41,18.03240740740741,-1359209145,true,false,50.0,1.28,0.0,1270.64,193.34947254307386,13.342592592592592,0.0,0.39,425
75.92592592592592,3.05,35.0,20.37037037037037,0.34,0.0,12.962962962962962,1.69,24.074074074074073,11.11111111111111,1.99,1466.7439999992703,317.66,0.05,61.07870370370371,99.79,3.0,0.41,22.89814814814815,-1037532660,true,false,55.55555555555556,1.28,0.0,1270.64,142.5045963606318,16.02314814814815,0.0,0.39,426
72.6027397260274,3.05,35.0,24.65753424657534,0.34,0.0,12.32876712328767,1.69,27.397260273972602,15.068493150684931,1.99,1530.9699999992704,317.66,0.05,69.40972222222223,99.79,3.0,0.41,17.30787037037037,214427928,true,false,47.94520547945205,1.28,0.0,1270.64,191.69900022013522,13.282407407407407,0.0,0.39,428
69.73684210526316,3.05,35.0,26.31578947368421,0.34,0.0,14.473684210526317,1.69,30.263157894736842,15.789473684210526,1.99,1529.5359999992704,317.66,0.05,69.07407407407408,99.79,3.0,0.41,17.64814814814815,1887972370,true,false,43.42105263157895,1.28,0.0,1270.64,203.53919631047435,13.277777777777777,0.0,0.39,429
88.23529411764706,3.05,35.0,2.941176470588235,0.34,0.0,2.941176470588235,1.69,11.764705882352942,8.823529411764707,1.99,1400.0469999992704,317.66,0.05,61.13194444444444,99.79,3.0,0.41,22.935185185185187,-1733793023,true,false,85.29411764705883,1.28,0.0,1270.64,72.70496342245055,15.93287037037037,0.0,0.39,430
74.57627118644068,3.05,35.0,18.64406779661017,0.34,0.0,13.559322033898304,1.69,25.423728813559322,11.864406779661017,1.99,1479.9549999992705,317.66,0.05,65.87731481481481,99.79,3.0,0.41,19.733796296296298,-432577331,true,false,55.932203389830505,1.28,0.0,1270.64,155.80073621698727,14.38888888888889,0.0,0.39,431
88.23529411764706,3.05,35.0,2.941176470588235,0.34,0.0,2.941176470588235,1.69,11.764705882352942,8.823529411764707,1.99,1400.0469999992704,317.66,0.05,61.13194444444444,99.79,3.0,0.41,22.756944444444443,441973127,true,false,85.29411764705883,1.28,0.0,1270.64,72.70496342245055,16.11111111111111,0.0,0.39,440
74.57627118644068,3.05,35.0,18.64406779661017,0.34,0.0,11.864406779661017,1.69,25.423728813559322,13.559322033898304,1.99,1471.3169999992704,317.66,0.05,65.82407407407408,99.79,3.0,0.41,19.89351851851852,1491419196,true,false,55.932203389830505,1.28,0.0,1270.64,152.55750803383518,14.282407407407408,0.0,0.39,441
90.0,3.05,35.0,5.0,0.34,0.0,5.0,1.69,10.0,5.0,1.99,1462.1189999992703,317.66,0.05,63.85185185185185,99.79,6.0,0.41,21.493055555555557,-2057530104,true,false,85.0,1.28,0.0,1270.64,94.91606597337854,14.655092592592592,0.0,0.39,953
96.03960396039605,3.05,35.0,2.9702970297029703,0.34,0.0,1.9801980198019802,1.69,3.9603960396039604,1.9801980198019802,1.99,1544.6679999992693,317.66,0.05,72.34722222222221,99.79,6.0,0.41,16.266203703703706,1220335732,true,false,93.06930693069307,1.28,0.0,1270.64,179.30161385987796,11.386574074074074,0.0,0.39,955
